item - centres - c - cp,item - centres - c - com,item - centres - c - pob,item - id,item - dep,item - nom,item - resp,item - iddep
25200,Segarra,Cervera,18940,Departament de Territori i Sostenibilitat,Borsa Habitatge Cervera,null,3392
43800,Alt Camp,Valls,18012,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Alt Camp,null,3392
17600,Alt Empordà,Figueres,18932,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Alt Empordà,null,3392
8720,Alt Penedès,Vilafranca del Penedès,15234,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Alt Penedès,null,3392
25520,Alta Ribagorça,El Pont de Suert,17476,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Alta Ribagorça,null,3392
8700,Anoia,Igualada,16766,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Anoia,null,3392
43202,Baix Camp,Reus,14440,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Baix Camp,null,3392
43500,Baix Ebre,Tortosa,18942,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Baix Ebre,null,3392
17100,Baix Empordà,La Bisbal d'Empordà,14442,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Baix Empordà,null,3392
43700,Baix Penedès,El Vendrell,18011,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Baix Penedès,null,3392
8600,Berguedà,Berga,18917,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Berguedà,null,3392
43400,Conca de Barberà,Montblanc,15782,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Conca de Barberà,null,3392
8800,Garraf,Vilanova i la Geltrú,15783,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Garraf,null,3392
17003,Gironès,Girona,18935,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Gironès,null,3392
8301,Maresme,Mataró,15347,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Maresme,null,3392
43870,Montsià,Amposta,14449,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Montsià,null,3392
25600,Noguera,Balaguer,17477,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Noguera,null,3392
8500,Osona,Vic,18943,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Osona,null,3392
25620,Pallars Jussà,Tremp,18944,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Pallars Jussà,null,3392
25560,Pallars Sobirà,Sort,18280,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Pallars Sobirà,null,3392
25230,Pla d'Urgell,Mollerussa,18281,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Pla d'Urgell,null,3392
43730,Priorat,Falset,18013,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Priorat,null,3392
43740,Ribera d'Ebre,Móra d'Ebre,17436,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Ribera d'Ebre,null,3392
17430,Selva,Santa Coloma de Farners,18020,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Selva,null,3392
43003,Tarragonès,Tarragona,18010,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Tarragonès,null,3392
43780,Terra Alta,Gandesa,17435,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Terra Alta,null,3392
25530,Vielha e Mijaran,Vielha,17474,Departament de Territori i Sostenibilitat,Borsa Habitatge Consell Comarcal Vall d'Aran,null,3392
8180,Bages,Moià,18912,Departament de Territori i Sostenibilitat,Borsa Habitatge Consorci del Moianès,null,3392
8940,Baix Llobregat,Cornellà de Llobregat,15784,Departament de Territori i Sostenibilitat,Borsa Habitatge Cornellà de Llobregat,null,3392
8320,Maresme,El Masnou,18922,Departament de Territori i Sostenibilitat,Borsa Habitatge El Masnou,null,3392
8820,Baix Llobregat,El Prat de Llobregat,15004,Departament de Territori i Sostenibilitat,Borsa Habitatge El Prat de Llobregat,null,3392
8850,Baix Llobregat,Gavà,18914,Departament de Territori i Sostenibilitat,Borsa Habitatge Gavà,null,3392
17004,Gironès,Girona,14433,Departament de Territori i Sostenibilitat,Borsa Habitatge Girona,null,3392
8401,Vallès Oriental,Granollers,14437,Departament de Territori i Sostenibilitat,Borsa Habitatge Granollers,null,3392
8700,Anoia,Igualada,18947,Departament de Territori i Sostenibilitat,Borsa Habitatge Igualada,null,3392
8904,Barcelonès,L'Hospitalet de Llobregat,14429,Departament de Territori i Sostenibilitat,Borsa Habitatge L'Hospitalet de Llobregat,null,3392
25700,Alt Urgell,La Seu d'Urgell,15030,Departament de Territori i Sostenibilitat,Borsa Habitatge La Seu d'Urgell,null,3392
25400,Garrigues,Les Borges Blanques,17478,Departament de Territori i Sostenibilitat,Borsa Habitatge Les Borges Blanques,null,3392
25002,Segrià,Lleida,15348,Departament de Territori i Sostenibilitat,Borsa Habitatge Lleida,null,3392
25002,Segrià,Lleida,,,,,
17310,Selva,Lloret de Mar,18937,Departament de Territori i Sostenibilitat,Borsa Habitatge Lloret de Mar,null,3392
8380,Maresme,Malgrat de Mar,18921,Departament de Territori i Sostenibilitat,Borsa Habitatge Malgrat de Mar,null,3392
8519,Osona,Malla,15349,Departament de Territori i Sostenibilitat,Borsa Habitatge Mancomunitat La Plana,null,3392
8560,Osona,Manlleu,17186,Departament de Territori i Sostenibilitat,Borsa Habitatge Manlleu,null,3392
8241,Bages,Manresa,14554,Departament de Territori i Sostenibilitat,Borsa Habitatge Manresa,null,3392
8760,Baix Llobregat,Martorell,18284,Departament de Territori i Sostenibilitat,Borsa Habitatge Martorell,null,3392
8302,Maresme,Mataró,14438,Departament de Territori i Sostenibilitat,Borsa Habitatge Mataró,null,3392
8750,Baix Llobregat,Molins de Rei,15029,Departament de Territori i Sostenibilitat,Borsa Habitatge Molins de Rei,null,3392
8620,Baix Llobregat,Sant Vicenç dels Horts,,,,,
25230,Pla d'Urgell,Mollerussa,18939,Departament de Territori i Sostenibilitat,Borsa Habitatge Mollerussa,null,3392
8100,Vallès Oriental,Mollet del Vallès,14439,Departament de Territori i Sostenibilitat,Borsa Habitatge Mollet del Vallès,null,3392
8110,Vallès Occidental,Montcada i Reixac,15636,Departament de Territori i Sostenibilitat,Borsa Habitatge Montcada i Reixac,null,3392
8170,Vallès Oriental,Montornès del Vallès,18930,Departament de Territori i Sostenibilitat,Borsa Habitatge Montornès,null,3392
8640,Baix Llobregat,Olesa de Montserrat,18915,Departament de Territori i Sostenibilitat,Borsa Habitatge Olesa de Montserrat,null,3392
17800,Garrotxa,Olot,14435,Departament de Territori i Sostenibilitat,Borsa Habitatge Olot,null,3392
17200,Baix Empordà,Palafrugell,18933,Departament de Territori i Sostenibilitat,Borsa Habitatge Palafrugell,null,3392
8150,Vallès Oriental,Parets del Vallès,18931,Departament de Territori i Sostenibilitat,"Borsa Habitatge Parets, Montmeló",null,3392
8330,Maresme,Premià de Mar,18923,Departament de Territori i Sostenibilitat,Borsa Habitatge Premià de Mar,null,3392
43201,Baix Camp,Reus,18946,Departament de Territori i Sostenibilitat,Borsa Habitatge Reus,null,3392
17500,Ripollès,Ripoll,17139,Departament de Territori i Sostenibilitat,Borsa Habitatge Ripoll,null,3392
8191,Vallès Occidental,Rubí,14441,Departament de Territori i Sostenibilitat,Borsa Habitatge Rubí,null,3392
8202,Vallès Occidental,Sabadell,18927,Departament de Territori i Sostenibilitat,Borsa Habitatge Sabadell,null,3392
17190,Gironès,Salt,18936,Departament de Territori i Sostenibilitat,Borsa Habitatge Salt,null,3392
8930,Barcelonès,Sant Adrià de Besòs,14454,Departament de Territori i Sostenibilitat,Borsa Habitatge Sant Adrià de Besòs,null,3392
8830,Baix Llobregat,Sant Boi de Llobregat,15115,Departament de Territori i Sostenibilitat,Borsa Habitatge Sant Boi de Llobregat,null,3392
8830,Baix Llobregat,Sant Boi de Llobregat,,,,,
8470,Vallès Oriental,Sant Celoni,17188,Departament de Territori i Sostenibilitat,Borsa Habitatge Sant Celoni,null,3392
8172,Vallès Occidental,Sant Cugat del Vallès,15390,Departament de Territori i Sostenibilitat,Borsa Habitatge Sant Cugat del Vallès,null,3392
17220,Baix Empordà,Sant Feliu de Guíxols,18934,Departament de Territori i Sostenibilitat,Borsa Habitatge Sant Feliu de Guíxols,null,3392
8980,Baix Llobregat,Sant Feliu de Llobregat,15544,Departament de Territori i Sostenibilitat,Borsa Habitatge Sant Feliu de Llobregat,null,3392
8970,Baix Llobregat,Sant Joan Despí,18916,Departament de Territori i Sostenibilitat,Borsa Habitatge Sant Joan Despí,null,3392
8923,Barcelonès,Santa Coloma de Gramenet,14430,Departament de Territori i Sostenibilitat,Borsa Habitatge Santa Coloma de Gramenet,null,3392
8130,Vallès Occidental,Santa Perpètua de Mogoda,18928,Departament de Territori i Sostenibilitat,Borsa Habitatge Santa Perpètua de la Mogoda,null,3392
25200,Segarra,Cervera,17475,Departament de Territori i Sostenibilitat,Borsa Habitatge Segarra,null,3392
25280,Solsonès,Solsona,17479,Departament de Territori i Sostenibilitat,Borsa Habitatge Solsona,null,3392
43003,Tarragonès,Tarragona,18941,Departament de Territori i Sostenibilitat,Borsa Habitatge Tarragona,null,3392
8221,Vallès Occidental,Terrassa,14443,Departament de Territori i Sostenibilitat,Borsa Habitatge Terrassa,null,3392
8570,Osona,Torelló,18924,Departament de Territori i Sostenibilitat,Borsa Habitatge Torelló,null,3392
43500,Baix Ebre,Tortosa,14450,Departament de Territori i Sostenibilitat,Borsa Habitatge Tortosa,null,3392
25620,Pallars Jussà,Tremp,15005,Departament de Territori i Sostenibilitat,Borsa Habitatge Tremp,null,3392
25300,Urgell,Tàrrega,15114,Departament de Territori i Sostenibilitat,Borsa Habitatge Tàrrega,null,3392
43800,Alt Camp,Valls,18945,Departament de Territori i Sostenibilitat,Borsa Habitatge Valls,null,3392
8500,Osona,Vic,17187,Departament de Territori i Sostenibilitat,Borsa Habitatge Vic,null,3392
43480,Tarragonès,Vila-seca,16788,Departament de Territori i Sostenibilitat,Borsa Habitatge Vila-seca,null,3392
8840,Baix Llobregat,Viladecans,14444,Departament de Territori i Sostenibilitat,Borsa Habitatge Viladecans,null,3392
8720,Alt Penedès,Vilafranca del Penedès,15113,Departament de Territori i Sostenibilitat,Borsa Habitatge Vilafranca del Penedès,null,3392
8800,Garraf,Vilanova i la Geltrú,18919,Departament de Territori i Sostenibilitat,Borsa Habitatge Vilanova i la Geltrú,null,3392
8038,Barcelonès,Barcelona,4161,Departament de Territori i Sostenibilitat,Botiga de l'Institut Cartogràfic de Catalunya a Barcelona,null,3392
8018,Barcelonès,Barcelona,13866,Departament de Governació i Relacions Institucionals,CATCert - Agència Catalana de Certificació,Àlex Pèlach i Pàniker,655
8017,Barcelonès,Barcelona,13595,Departament d'Ensenyament,CFTE Escola Pia de Catalunya,null,1599
8003,Barcelonès,Barcelona,12628,Parlament de Catalunya,Caixa,null,6581
8010,Barcelonès,Barcelona,6769,Departament d'Economia i Coneixement,Caixa General de Dipòsits,null,1103
17002,Gironès,Girona,6773,Departament d'Economia i Coneixement,Caixa General de Dipòsits dels Serveis Territorials a Girona,null,1103
25003,Segrià,Lleida,6772,Departament d'Economia i Coneixement,Caixa General de Dipòsits dels Serveis Territorials a Lleida,null,1103
43002,Tarragonès,Tarragona,6771,Departament d'Economia i Coneixement,Caixa General de Dipòsits dels Serveis Territorials a Tarragona,null,1103
43820,Baix Penedès,Calafell,17684,Departament de Justícia,Calafell. Servei d'Informació Mediadora (SIM) de l'Ajuntament,null,13757
25007,Segrià,Lleida,5726,Departament d'Empresa i Ocupació,Cambra Oficial de Comerç i Indústria de Lleida,Joan Simó i Burgués,15638
8241,Bages,Manresa,5720,Departament d'Empresa i Ocupació,Cambra Oficial de Comerç i Indústria de Manresa,Manel Rosell i Martí,15638
8206,Vallès Occidental,Sabadell,5721,Departament d'Empresa i Ocupació,Cambra Oficial de Comerç i Indústria de Sabadell,Antoni Maria Brunet i Berch,15638
8224,Vallès Occidental,Terrassa,5722,Departament d'Empresa i Ocupació,Cambra Oficial de Comerç i Indústria de Terrassa,Marià Gali i Segués,15638
25300,Urgell,Tàrrega,5727,Departament d'Empresa i Ocupació,Cambra Oficial de Comerç i Indústria de Tàrrega,Sílvia Falip i Toló,15638
43800,Alt Camp,Valls,5731,Departament d'Empresa i Ocupació,Cambra Oficial de Comerç i Indústria de Valls,Marcel·lí Morera i Figuerola,15638
8006,Barcelonès,Barcelona,5708,Departament d'Empresa i Ocupació,"Cambra Oficial de Comerç, Indústria i Navegació de Barcelona",Miquel Valls Maseda,15638
17001,Gironès,Girona,5723,Departament d'Empresa i Ocupació,"Cambra Oficial de Comerç, Indústria i Navegació de Girona",Domènec Espadalé i Vergés,15638
17230,Baix Empordà,Palamós,5724,Departament d'Empresa i Ocupació,"Cambra Oficial de Comerç, Indústria i Navegació de Palamós",Xavier Ribera i Serra,15638
43201,Baix Camp,Reus,5729,Departament d'Empresa i Ocupació,"Cambra Oficial de Comerç, Indústria i Navegació de Reus",Isaac Sanromà i Ortega,15638
17220,Baix Empordà,Sant Feliu de Guíxols,5725,Departament d'Empresa i Ocupació,"Cambra Oficial de Comerç, Indústria i Navegació de Sant Feliu de Guíxols",Joan Puig i Valls,15638
43003,Tarragonès,Tarragona,5728,Departament d'Empresa i Ocupació,"Cambra Oficial de Comerç, Indústria i Navegació de Tarragona",Albert Abelló i Hierro,15638
43500,Baix Ebre,Tortosa,5730,Departament d'Empresa i Ocupació,"Cambra Oficial de Comerç, Indústria i Navegació de Tortosa",José Luís Mora i Bertomeu,15638
8915,Barcelonès,Badalona,5711,Departament d'Empresa i Ocupació,"Cambra de Comerç, Indústria i Navegació de Barcelona (Delegació a Badalona)",Satur Narbón i Aragall,15638
8600,Berguedà,Berga,5712,Departament d'Empresa i Ocupació,"Cambra de Comerç, Indústria i Navegació de Barcelona (Delegació a Berga)",Enric Montanyà i Tristany,15638
8400,Vallès Oriental,Granollers,5713,Departament d'Empresa i Ocupació,"Cambra de Comerç, Indústria i Navegació de Barcelona (Delegació a Granollers)",Pepita Maymó i Cirera,15638
8700,Anoia,Igualada,5714,Departament d'Empresa i Ocupació,"Cambra de Comerç, Indústria i Navegació de Barcelona (Delegació a Igualada)",Josep Vallès i Colom,15638
8302,Maresme,Mataró,5715,Departament d'Empresa i Ocupació,"Cambra de Comerç, Indústria i Navegació de Barcelona (Delegació a Mataró)",Jordi Farrer i Planes,15638
8980,Baix Llobregat,Sant Feliu de Llobregat,5716,Departament d'Empresa i Ocupació,"Cambra de Comerç, Indústria i Navegació de Barcelona (Delegació a Sant Feliu de Llobregat)",Carles Guilera Poch,15638
8500,Osona,Vic,5717,Departament d'Empresa i Ocupació,"Cambra de Comerç, Indústria i Navegació de Barcelona (Delegació a Vic)",Oriol Guixà i Arderiu,15638
8720,Alt Penedès,Vilafranca del Penedès,5718,Departament d'Empresa i Ocupació,"Cambra de Comerç, Indústria i Navegació de Barcelona (Delegació a Vilafranca del Penedès)",Josep Lluís Bonet i Ferrer,15638
8800,Garraf,Vilanova i la Geltrú,5719,Departament d'Empresa i Ocupació,"Cambra de Comerç, Indústria i Navegació de Barcelona (Delegació a Vilanova i la Geltrú)",Jordi Gàlvez i Pie,15638
8911,Barcelonès,Badalona,4148,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de Badalona,Santiago Prat i Domènech,3392
8003,Barcelonès,Barcelona,4149,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de Barcelona,Lluís Terradas i Soler,3392
17004,Gironès,Girona,4155,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de Girona,Josep Capdeferro i Maureta,3392
17800,Garrotxa,Olot,,,,,
17600,Alt Empordà,Figueres,,,,,
17220,Baix Empordà,Sant Feliu de Guíxols,,,,,
25002,Segrià,Lleida,15513,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de Lleida,null,3392
8240,Bages,Manresa,4151,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de Manresa,Manuel Ribera Firmat,3392
8302,Maresme,Mataró,4152,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de Mataró,Ramon Roca i Rubió,3392
8330,Maresme,Premià de Mar,,,,,
43201,Baix Camp,Reus,4158,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de Reus,Antoni Piñol i Cort,3392
43850,Baix Camp,Cambrils,,,,,
8202,Vallès Occidental,Sabadell,4153,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de Sabadell,Albert Blasi i Salomó,3392
43004,Tarragonès,Tarragona,4157,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de Tarragona,Luis Vives Ayora,3392
43800,Alt Camp,Valls,,,,,
43500,Baix Ebre,Tortosa,,,,,
8224,Vallès Occidental,Terrassa,4154,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de Terrassa,Joan-Antoni Pujals i Vallhonrat,3392
8901,Barcelonès,L'Hospitalet de Llobregat,4150,Departament de Territori i Sostenibilitat,Cambra de la Propietat Urbana de l'Hospitalet de Llobregat,Carles Ponsa i Riera,3392
43850,Baix Camp,Cambrils,17068,Departament de Justícia,Cambrils. Servei d'Informació Mediadora (SIM),null,13757
43880,Baix Penedès,El Vendrell,15473,Departament d'Ensenyament,Camp d'Aprenentatge (CdA) Pau Casals - El Vendrell,null,1599
17130,Alt Empordà,L'Escala,15472,Departament d'Ensenyament,Camp d'Aprenentatge (CdA) d'Empúries,null,1599
8009,Barcelonès,Barcelona,15980,Departament d'Ensenyament,Camp d'Aprenentatge (CdA) de Barcelona,null,1599
8750,Baix Llobregat,Molins de Rei,2018,Departament d'Ensenyament,Camp d'Aprenentatge (CdA) de Can Santoi,null,1599
8694,Berguedà,Guardiola de Berguedà,2009,Departament d'Ensenyament,Camp d'Aprenentatge (CdA) de l'Alt Berguedà,null,1599
